source,author,title,description,url,urlToImage,publishedAt,content,search_topic
"{'id': None, 'name': 'Shtfplan.com'}",Michael Snyder,120 Million Square Feet: Store Closings In The United States Are On Pace To Set A New Record High In 2025,"If everything is going to be just fine, why are thousands of stores closing all over the country?  So far this year, the total amount of retail space that has been permanently closed has surpassed 120 million square feet.  We have never seen anything like thi…",https://www.shtfplan.com/economics/120-million-square-feet-store-closings-in-the-united-states-are-on-pace-to-set-a-new-record-high-in-2025,https://www.shtfplan.com/wp-content/uploads/2024/08/closed.jpg,2025-08-09T17:00:47Z,"This article was originally published by Michael Snyder at The Economic Collapse Blog. 
If everything is going to be just fine, why are thousands of stores closing all over the country?  So far this… [+8314 chars]",economy
"{'id': None, 'name': 'Antaranews.com'}","Sean, Azis Kurmala",Indonesian students showcase sustainable ramie fiber textiles,A student team from Universitas Padjadjaran (Unpad) showcased an eco-friendly textile innovation made from ramie fiber at the 2025 Indonesian Convention on ...,https://en.antaranews.com/news/372373/indonesian-students-showcase-sustainable-ramie-fiber-textiles,https://cdn.antaranews.com/cache/1200x800/2025/08/09/IMG_20250809_102921.jpg,2025-08-09T17:00:41Z,"Bandung (ANTARA) - A student team from Universitas Padjadjaran (Unpad) showcased an eco-friendly textile innovation made from ramie fiber at the 2025 Indonesian Convention on Science, Technology, and… [+2310 chars]",economy
"{'id': None, 'name': 'New Zealand Herald'}",Catherine Fry,On The Up: Historic Land Rover ‘Twenty’ completes 2168km charity drive for heart research,"Julian Paton bought 'Twenty', the first Land Rover to reach New Zealand.",https://www.nzherald.co.nz/the-country/news/on-the-up-historic-land-rover-twenty-completes-2168km-charity-drive-for-heart-research/OSEPXWRHVZF6ZMLYN6OENQPLTE/,https://www.nzherald.co.nz/resizer/v2/KGU4QYPC6NAZXFTCSLPWELZU4A.jpg?auth=70846b6937123e4d0befbd694e0b77a49a796ef48a02861effff5ecfd047a030&width=1200&height=675&quality=70&focal=998%2C789&smart=false,2025-08-09T17:00:00Z,"Twenty was the 20th Land Rover made in the historical Jaguar Land Rover factory in Solihull, Birmingham and was shipped out to Wellington on September 16, 1948, for use as a demonstrator vehicle.
Af… [+4180 chars]",economy
"{'id': None, 'name': 'New Zealand Herald'}",Heather du Plessis-Allan,Heather du Plessis-Allan: Stanford is a standout in a Government struggling to turn things around,OPINION: Erica Stanford is being discussed as a possible leadership replacement for Luxon.,https://www.nzherald.co.nz/nz/heather-du-plessis-allan-stanford-is-a-standout-in-a-government-struggling-to-turn-things-around/WNTVHAII3REYFNPZ2NWCDSLGUM/,https://www.nzherald.co.nz/resizer/v2/VXBP7ZZ66NEGPLTL4I5ED5GWHU.jpg?auth=5a0745009485488e43a17ee710dcdd447bc683f9af6ce094778a9807c7d0b9f7&width=1200&height=675&quality=70&focal=1271%2C620&smart=false,2025-08-09T17:00:00Z,"So, its no surprise that Stanford is now being openly discussed as a possible leadership replacement for Chris Luxon.
Because Stanford is showing him and basically everyone else in government up. Lu… [+2988 chars]",economy
"{'id': None, 'name': 'New Zealand Herald'}",Shane Te Pou,Shane Te Pou: We can’t spend Government ghost money,"Unemployment is rising, with over 31,000 jobs lost in the past two years.",https://www.nzherald.co.nz/nz/shane-te-pou-we-cant-spend-government-ghost-money/2XOVTWJSZ5E6XLSRJAEOE5PKK4/,https://www.nzherald.co.nz/resizer/v2/XDYWDDLETFGLXE6V7CUFIR7BOA.jpg?auth=ac574f73e78ae39dafc4f7cac37efae7e7a79eae1abaa8e12870fccb22c70059&width=1200&height=675&quality=70&smart=true,2025-08-09T17:00:00Z,There is nothing new here. All the money was already planned for in the Budget. That means no new jobs or economic growth are being delivered that werent already in the Budget. A Budget after which u… [+2869 chars],economy
"{'id': None, 'name': 'New Zealand Herald'}",NZ Herald,Letters: We should hang our heads in shame at the state of Auckland’s CBD,OPINION: How many All Blacks would make a World XV at the moment?,https://www.nzherald.co.nz/nz/letters-we-should-hang-our-heads-in-shame-at-the-state-of-aucklands-cbd/RPFCJBCBPJFNRC7WNIZR5QAPC4/,https://www.nzherald.co.nz/resizer/v2/B3HHFEAQWJEDXBSIPNHLJZH34A.JPG?auth=4c3d235ad9547cc78fa21e4a8867ecb7d2b96ff4ecf9e81cdc00f38442cb3ff7&width=1200&height=675&quality=70&smart=true,2025-08-09T17:00:00Z,"Complex problems can take time to solve but we could be exploring immediate, relatively cheap short-term options. Figuratively speaking, one or two fewer road speedbumps would go a long way towards r… [+4064 chars]",economy
"{'id': None, 'name': 'New Zealand Herald'}",Liam Dann,"Simon Bridges is right, Auckland’s economic blues require special attention - Liam Dann",OPINION: The Government needs to help Auckland find a path back to growth.,https://www.nzherald.co.nz/business/simon-bridges-is-right-aucklands-economic-blues-require-special-attention-liam-dann/SJZNXPJJ65D37FHXPTG2WDU7AM/,https://www.nzherald.co.nz/resizer/v2/NKQ4BL7MYFA3VE7B3JWAPDFOFQ.jpg?auth=24bd000ebe4d4643c40977121775afa0ff5ffe0574b77661eac2084e1f1b48da&width=1200&height=675&quality=70&focal=266%2C758&smart=false,2025-08-09T17:00:00Z,"Bridges public call for fresh government policies including more fiscal stimulus was remarkable coming from a former leader of the National Party.
It was a sign of some desperation. Bridges is head … [+5649 chars]",economy
"{'id': None, 'name': 'OilPrice.com'}",RFE/RL staff,Ukraine’s Drone Revolution Has Exposed a U.S. Military Vulnerability,"US officials keep expressing enthusiasm for expanding trade in critical minerals with Central Asian states. But while Washington talks, China is taking substantive action to expand its hold over Central Asia’s abundant resources.  During her recent Senate con…",https://oilprice.com/Energy/Energy-General/Ukraines-Drone-Revolution-Has-Exposed-a-US-Military-Vulnerability.html,https://d32r1sh890xpii.cloudfront.net/article/718x300/2025-08-08_xpkunjhndu.jpg,2025-08-09T17:00:00Z,"U.S. farmland values have hit…
As crude oil futures exhibited…
Israels top general is openly…
By RFE/RL staff - Aug 09, 2025, 12:00 PM CDTUS officials keep expressing enthusiasm for expanding trad… [+4396 chars]",economy
"{'id': None, 'name': 'Theflightdeal.com'}",The Flight Deal,"American: Philadelphia – Bozeman, Montana (and vice versa). $210 (Basic Economy) / $300 (Regular Economy). Roundtrip, including all Taxes",A good sale to / from BozemanMatrix Airfare Search by ITA Software will price this at $300 (Regular Economy). Use those dates on American should reprice to $210 (Basic Economy) and $300 (Regular E,https://www.theflightdeal.com/2025/08/09/american-philadelphia-bozeman-montana-and-vice-versa-210-basic-economy-300-regular-economy-roundtrip-including-all-taxes-4/,https://www.theflightdeal.com/wp-content/uploads/2015/11/bozeman_montana_november-640x390.jpg,2025-08-09T16:55:36Z,"A good sale to / from Bozeman
Matrix Airfare Search by ITA Software will price this at $300 (Regular Economy). Use those dates on American should reprice to $210 (Basic Economy) and $300 (Regular Ec… [+3592 chars]",economy
"{'id': 'abc-news', 'name': 'ABC News'}",TOUSSAINT NGOTTA Associated Press,Thousands in the Ivory Coast protest the exclusion of opposition leaders from election,Thousands of Ivorians have protested in Abidjan against the exclusion of opposition leaders from the upcoming presidential election,https://abcnews.go.com/International/wireStory/thousands-ivory-coast-protest-exclusion-opposition-leaders-election-124510152,https://i.abcnewsfe.com/a/264a99b9-e752-489f-842a-c8f7612df6a2/wirestory_f379149cd430e96bb1bab8d52d716756_16x9.jpg?w=1600,2025-08-09T16:54:26Z,"ABIDJAN, Ivory Coast -- Thousands of Ivorians took to the streets in Abidjan, the capital of the West African nation, to protest against the exclusion of opposition leaders from the upcoming presiden… [+2361 chars]",economy
"{'id': None, 'name': 'Antaranews.com'}","Lintang, Kenzu","Indonesia to set clear career paths for domestic workers, caregivers","The Indonesian government will establish a clear career path for domestic workers and child caregivers as part of its care economy program, according to ...",https://en.antaranews.com/news/372369/indonesia-to-set-clear-career-paths-for-domestic-workers-caregivers,https://cdn.antaranews.com/cache/1200x800/2025/08/09/IMG-20250809-WA0002_1.jpg,2025-08-09T16:50:58Z,"Jakarta (ANTARA) - The Indonesian government will establish a clear career path for domestic workers and child caregivers as part of its care economy program, according to Deputy Minister of Women's … [+1935 chars]",economy
"{'id': None, 'name': 'Albuquerque Journal'}",Natalie Robbins,"Trump’s firing of BLS chief may undermine public trust in jobs numbers, New Mexico economists say","Americans are growing increasingly distrustful of the establishments around them — only 28% of U.S. adults have high confidence in major institutions like government, banks, courts and schools.",https://www.abqjournal.com/business/article_4b2f5523-a191-4f78-b404-04e3fa047cdb.html,https://bloximages.chicago2.vip.townnews.com/abqjournal.com/content/tncms/assets/v3/editorial/4/b2/4b2f5523-a191-4f78-b404-04e3fa047cdb/68976d8d6476f.preview.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,2025-08-09T16:41:55Z,"After President Donald Trump, angered by a weaker-than-normal monthly jobs report, fired the head of the Bureau of Labor Statistics, claiming she had distorted the numbers for political gain, the New… [+6004 chars]",economy
"{'id': 'fortune', 'name': 'Fortune'}",Jason Ma,"Trump’s pick for the Fed ‘fuels an existential threat’ as central bank independence is targeted, JPMorgan says","""The main threat to the Fed independence is not politically motivated turnover shifting the outcome of votes.""",https://fortune.com/2025/08/09/trump-fed-pick-stephen-miran-existential-threat-central-bank-independence/,"https://fortune.com/img-assets/wp-content/uploads/2025/08/GettyImages-2206215210-e1754751450501.jpg?resize=1200,600",2025-08-09T16:36:02Z,The Federal Reserve could be getting more than another dovish vote with the appointment of Stephen Miran as governor. It could signal an intention to amend the Federal Reserve Act and diminish policy… [+4604 chars],economy
"{'id': None, 'name': 'ComicBook.com'}",Niall Gray,7 Great Workplace Comedies To Watch if You Miss The Office,"It’s no secret that The Office is one of the most popular sitcoms of all time. Its pop culture significance has seen it become one of the most iconic TV shows of the 21st century, and it remains relevant even years after its run ended. The Office still boasts…",http://comicbook.com/tv-shows/news/7-great-workplace-comedies-to-watch-if-you-miss-the-office/,"https://comicbook.com/wp-content/uploads/sites/4/2025/08/steve-carell-the-office.jpg?resize=2000,1125",2025-08-09T16:32:51Z,"It’s no secret that The Office is one of the most popular sitcoms of all time. Its pop culture significance has seen it become one of the most iconic TV shows of the 21st century, and it remains rele… [+4449 chars]",economy
"{'id': None, 'name': 'BusinessLine'}",Gurumurthy K & BL Research Bureau,Where is the Indian rupee headed?,"Recovery in the dollar index, foreign money outflows and high tariffs on Indian imports to the US are threatening the Indian Rupee to see new lows against the greenback",https://www.thehindubusinessline.com/portfolio/big-story/where-is-the-indian-rupee-headed/article69909159.ece,https://bl-i.thgim.com/public/incoming/ui41ez/article69914484.ece/alternates/LANDSCAPE_1200/PO10_BS_India_US_trade_rupee2a.jpg,2025-08-09T16:32:44Z,"The Indian rupee has been in the news recently for its sharp depreciation against the dollar. After declining to a new low of 87.95 on February 10 this year, the rupee witnessed a strong recovery. Th… [+8842 chars]",economy
"{'id': None, 'name': 'BusinessLine'}",Nishanth  Gopalakrishnan,Should you buy SBI after Q1 results?,"Invest in State Bank of India for healthy growth, strong asset quality, and steady margins with a target price of ₹980.",https://www.thehindubusinessline.com/portfolio/stock-fundamental-analysis-india/should-you-buy-sbi-after-q1-results/article69912821.ece,https://bl-i.thgim.com/public/incoming/qzce1s/article69914073.ece/alternates/LANDSCAPE_1200/368868891_0-7.jpg,2025-08-09T16:30:37Z,"We had given an accumulate call on the stock of State Bank of India (SBI), almost the same time last year. Since then, SBI has delivered a healthy FY25 with a record profit of 71,000-odd crore and be… [+5014 chars]",economy
"{'id': None, 'name': 'Cryptopolitan'}",,Is This the Next Solana (SOL)? Analysts Rush to This Audited AI Token After CoinMarketCap Partnership Ignites a Fast Paced Presale,"Solana (SOL) took the crypto world by storm as it positioned itself as an Ethereum (ETH) challenger, offering speed, scalability, and a thriving ecosystem. Now, analysts believe Ruvi AI (RUVI) could follow in Solana’s footsteps, but with a unique twist. Backe…",https://partner.cryptopolitan.com/is-this-the-next-solana-sol-analysts-rush-to-this-audited-ai-token-after-coinmarketcap-partnership-ignites-a-fast-paced-presale/,https://partner.cryptopolitan.com/wp-content/uploads/2025/08/unnamed-60-2.png,2025-08-09T16:28:36Z,"Solana (SOL) took the crypto world by storm as it positioned itself as an Ethereum (ETH) challenger, offering speed, scalability, and a thriving ecosystem. Now, analysts believe Ruvi AI (RUVI) could … [+6219 chars]",economy
"{'id': None, 'name': 'Biztoc.com'}",investopedia.com,Fed Officials Signal Possible Interest Rate Cut: Is the Time Right?,"Key Takeaways
- A weak July jobs report has more Federal Reserve officials saying the time might be right for interest rate cuts.
- Minneapolis Fed President Neel Kashkari said data suggest the economy is slowing and that the Fed may need to act in the “near …",https://biztoc.com/x/aa694e36dc148167,https://biztoc.com/cdn/aa694e36dc148167_s.webp,2025-08-09T16:28:16Z,Key Takeaways- A weak July jobs report has more Federal Reserve officials saying the time might be right for interest rate cuts.- Minneapolis Fed President Neel Kashkari said data suggest the economy… [+154 chars],economy
"{'id': None, 'name': 'Biztoc.com'}",investing.com,US Fed's Bowman: Latest jobs data stiffens support for three rate cuts in 2025,,https://biztoc.com/x/bad6feb7ad566754,https://biztoc.com/cdn/bad6feb7ad566754_s.webp,2025-08-09T16:28:06Z,"{ window.open(this.href, '_blank'); }, 200); return false;""&gt;How are Trumps tariffs impacting global trade? { window.open(this.href, '_blank'); }, 200); return false;""&gt;What triggered Apples rece… [+767 chars]",economy
"{'id': None, 'name': 'Theflightdeal.com'}",The Flight Deal,"Scandinavian Airlines: Seattle – Gothenburg, Sweden. $416 (Basic Economy) / $516 (Regular Economy). Roundtrip, including all Taxes",A good sale to GothenburgMatrix Airfare Search by ITA Software will price this at $428 (Basic Economy). Use those dates on  Scandinavian should reprice to $416 (Basic Economy) / $516 (Regular Eco,https://www.theflightdeal.com/2025/08/09/scandinavian-airlines-seattle-gothenburg-sweden-416-basic-economy-516-regular-economy-roundtrip-including-all-taxes/,https://www.theflightdeal.com/wp-content/uploads/2017/05/gothenburg_sweden_may-640x390.jpg,2025-08-09T16:25:24Z,"A good sale to Gothenburg
Matrix Airfare Search by ITA Software will price this at $428 (Basic Economy). Use those dates on  Scandinavian should reprice to $416 (Basic Economy) / $516 (Regular Econo… [+5286 chars]",economy
